interaction_id,user_id,resource_id,rating,completed,time_spent_minutes,interaction_date
193,276,322,3,True,120,1997-09-20T20:13:12
194,94,1217,3,True,120,1998-04-04T20:51:26
195,130,379,4,True,120,1997-10-02T14:14:22
196,38,328,4,True,120,1998-04-13T00:51:28
197,160,719,3,True,120,1997-10-14T19:39:37
198,293,1267,3,True,120,1998-03-03T06:36:06
199,26,930,2,True,120,1998-03-31T23:13:05
200,130,216,4,True,120,1997-09-25T19:42:25
201,92,1079,3,True,120,1998-02-02T18:17:35
202,256,452,4,True,120,1997-12-15T05:49:59
203,1,61,4,True,120,1997-11-03T07:33:40
204,72,48,4,True,120,1997-11-20T14:38:38
205,56,755,3,True,120,1998-04-18T14:36:47
206,13,360,4,True,120,1997-12-14T23:08:46
207,15,405,2,True,120,1997-11-13T21:19:17
208,92,77,3,True,120,1997-09-30T21:23:57
209,207,476,2,True,120,1998-01-09T22:52:23
210,292,174,5,True,120,1997-12-02T23:31:21
211,232,483,5,True,120,1998-02-27T03:20:22
212,251,748,2,True,120,1998-01-31T18:42:55
213,224,26,3,True,120,1998-02-21T23:35:53
214,181,220,4,True,120,1997-11-08T04:13:12
215,259,255,4,True,120,1997-09-20T03:05:10
216,305,471,4,True,120,1998-02-01T09:00:48
217,52,280,3,True,120,1997-12-24T00:20:06
218,161,202,5,True,120,1998-03-29T11:26:09
219,148,408,5,True,120,1997-10-21T01:56:58
220,125,235,2,True,120,1998-04-17T18:42:39
221,97,228,5,True,120,1998-01-08T05:54:20
222,58,1098,4,True,120,1998-01-09T00:15:36
223,83,234,4,True,120,1998-02-16T21:45:48
224,90,347,4,True,120,1998-03-31T22:28:39
225,272,178,5,True,120,1997-11-13T21:05:13
226,194,181,3,True,120,1997-11-14T15:29:56
227,125,478,4,True,120,1997-11-13T20:57:08
228,110,688,1,True,120,1998-02-09T01:26:45
229,299,14,4,True,120,1997-10-26T14:56:15
230,151,10,5,True,120,1997-11-14T16:28:41
231,269,127,4,True,120,1998-04-01T15:56:05
232,6,14,5,True,120,1997-12-31T20:14:09
233,54,106,3,True,120,1997-12-01T00:58:02
234,303,69,5,True,120,1997-11-14T00:32:22
235,16,944,1,True,120,1997-10-24T21:05:22
236,301,790,4,True,120,1997-12-14T05:50:21
237,276,1091,3,True,120,1997-09-20T22:03:55
238,305,214,2,True,120,1998-02-01T08:51:08
239,194,1028,2,True,120,1997-11-14T20:59:08
240,91,323,2,True,120,1998-04-01T13:46:37
241,87,554,4,True,120,1997-11-18T17:59:00
242,294,109,4,True,120,1997-10-25T22:46:39
243,286,171,4,True,120,1997-10-22T14:49:51
244,200,318,5,True,120,1998-01-06T23:14:18
245,229,328,1,True,120,1998-04-03T19:35:42
246,178,568,4,True,120,1997-12-22T21:35:55
247,303,842,2,True,120,1997-11-14T05:20:04
248,62,65,4,True,120,1997-11-12T22:44:46
249,207,591,3,True,120,1997-10-05T02:30:08
250,92,172,4,True,120,1997-09-30T21:01:11
251,301,401,4,True,120,1997-12-14T05:40:40
252,36,339,5,True,120,1997-12-15T03:46:21
253,70,746,3,True,120,1998-01-07T05:17:37
254,63,242,3,True,120,1997-10-01T23:06:30
255,28,201,3,True,120,1997-12-12T21:21:11
256,279,68,4,True,120,1997-09-26T20:56:47
257,250,7,4,True,120,1997-10-29T01:48:36
258,14,98,3,True,120,1998-03-26T03:02:15
259,299,1018,3,True,120,1998-03-10T03:58:44
260,194,54,3,True,120,1997-11-14T16:44:36
261,303,815,3,True,120,1997-11-14T05:32:12
262,119,237,5,True,120,1997-09-20T17:03:58
263,295,218,5,True,120,1997-11-19T19:08:18
264,268,930,2,True,120,1997-10-01T21:55:42
265,268,2,2,True,120,1997-10-01T22:16:13
266,66,258,4,True,120,1997-12-31T20:44:49
267,233,202,5,True,120,1997-11-13T04:11:04
268,83,623,4,True,120,1997-11-23T18:09:38
269,214,334,3,True,120,1998-04-02T18:42:20
270,192,476,2,True,120,1997-12-06T00:30:43
271,100,344,4,True,120,1998-03-31T20:07:48
272,268,145,1,True,120,1997-10-01T22:21:41
273,301,56,4,True,120,1997-12-14T05:16:27
274,307,89,5,True,120,1997-11-11T21:29:46
275,234,141,3,True,120,1998-04-11T22:43:29
276,83,576,4,True,120,1997-11-23T18:12:35
277,181,264,2,True,120,1997-11-08T04:00:24
278,297,133,4,True,120,1997-09-26T02:14:50
279,38,153,5,True,120,1998-04-13T01:19:29
280,7,382,4,True,120,1998-03-31T13:48:13
281,264,813,4,True,120,1998-01-30T01:15:52
282,181,872,1,True,120,1997-11-08T04:03:34
283,201,146,1,True,120,1998-01-07T02:36:19
284,85,507,4,True,120,1997-11-13T21:23:19
285,269,367,3,True,120,1998-04-01T17:00:23
286,59,468,3,True,120,1998-02-23T03:50:55
287,286,143,4,True,120,1998-03-11T21:25:49
288,193,96,1,True,120,1998-03-05T19:01:47
289,113,595,5,True,120,1997-10-04T03:40:24
290,292,11,5,True,120,1997-12-02T23:08:13
291,130,1014,3,True,120,1997-10-07T18:58:38
292,275,98,4,True,120,1997-09-25T02:39:00
293,189,520,5,True,120,1998-04-22T17:16:20
294,219,82,1,True,120,1998-03-09T14:07:35
295,218,209,5,True,120,1997-10-22T02:49:06
296,123,427,3,True,120,1997-11-18T17:10:20
297,119,222,5,True,120,1997-09-20T17:08:31
298,158,177,4,True,120,1997-11-21T17:46:47
299,222,118,4,True,120,1997-10-22T23:43:22
300,302,322,2,True,120,1997-11-13T16:01:15
301,279,501,3,True,120,1997-09-26T21:20:43
302,301,79,5,True,120,1997-12-14T05:13:23
303,181,3,2,True,120,1997-11-08T04:30:41
304,201,695,1,True,120,1998-01-07T02:28:35
305,13,198,3,True,120,1997-12-07T17:19:53
306,1,189,3,True,120,1998-03-01T06:15:28
307,145,237,5,True,120,1997-09-26T10:42:50
308,23,385,4,True,120,1997-09-20T20:14:22
309,201,767,4,True,120,1998-01-06T19:21:45
310,296,705,5,True,120,1998-01-07T18:19:53
311,42,546,3,True,120,1997-12-02T23:36:57
312,33,872,3,True,120,1998-04-07T15:50:30
313,301,554,3,True,120,1997-12-14T05:53:50
314,16,64,5,True,120,1997-10-24T19:11:37
315,95,135,3,True,120,1997-11-10T21:32:42
316,154,357,4,True,120,1997-11-10T05:11:53
317,77,484,5,True,120,1998-01-13T23:22:46
318,296,508,5,True,120,1998-01-07T18:09:44
319,302,303,2,True,120,1997-11-13T15:59:45
320,244,673,3,True,120,1997-11-27T04:57:47
321,222,77,4,True,120,1997-10-30T03:53:36
322,13,215,5,True,120,1997-12-14T23:03:08
323,16,705,5,True,120,1997-10-24T19:52:16
324,270,452,4,True,120,1997-10-15T22:57:44
325,145,15,2,True,120,1997-09-26T10:44:15
326,187,64,5,True,120,1997-11-14T00:00:31
327,200,304,5,True,120,1997-10-05T08:54:04
328,170,749,5,True,120,1998-02-16T16:22:50
329,101,829,3,True,120,1997-10-18T00:55:38
330,184,218,3,True,120,1998-03-14T21:10:40
331,128,204,4,True,120,1997-11-19T19:24:38
332,181,1295,1,True,120,1997-11-08T04:03:01
333,184,153,3,True,120,1998-03-14T21:34:45
334,1,33,4,True,120,1997-11-03T07:38:19
335,1,160,4,True,120,1997-09-24T03:42:27
336,184,321,5,True,120,1998-03-14T20:22:47
337,54,595,3,True,120,1997-12-01T00:56:53
338,94,343,4,True,120,1998-04-04T21:23:29
339,128,508,4,True,120,1997-11-19T19:29:27
340,23,323,2,True,120,1997-09-20T19:37:46
341,301,227,3,True,120,1997-12-14T05:27:02
342,301,191,3,True,120,1997-12-14T05:01:12
343,112,903,1,True,120,1998-04-13T04:02:52
344,82,183,3,True,120,1997-11-05T22:44:08
345,222,724,3,True,120,1997-10-30T03:26:16
346,218,430,3,True,120,1997-10-22T02:45:16
347,308,1197,4,True,120,1998-02-17T18:18:41
348,303,134,5,True,120,1997-11-14T00:39:19
349,133,751,3,True,120,1998-03-22T17:42:27
350,215,212,2,True,120,1998-04-01T13:01:20
351,69,256,5,True,120,1997-12-14T19:02:36
352,254,662,4,True,120,1998-02-13T05:22:30
353,276,2,4,True,120,1997-09-20T21:53:56
354,104,984,1,True,120,1998-02-25T21:36:15
355,63,1067,3,True,120,1997-10-01T23:11:54
356,267,410,4,True,120,1997-11-08T06:33:05
357,13,56,5,True,120,1997-12-07T17:16:51
358,240,879,3,True,120,1998-01-26T00:49:05
359,286,237,2,True,120,1997-10-02T15:40:00
360,294,271,5,True,120,1998-03-07T03:30:26
361,90,1086,4,True,120,1998-03-31T22:47:04
362,18,26,4,True,120,1997-11-21T16:28:51
363,92,229,3,True,120,1997-09-30T21:50:01
364,308,649,4,True,120,1998-02-17T18:14:52
365,144,89,3,True,120,1998-02-22T00:01:31
366,191,302,4,True,120,1998-04-02T23:37:33
367,59,951,3,True,120,1998-02-23T04:00:09
368,200,96,5,True,120,1998-01-06T23:30:09
369,16,197,5,True,120,1997-10-24T20:49:06
370,61,678,3,True,120,1998-04-11T13:45:09
371,271,199,4,True,120,1998-01-26T21:00:48
372,271,709,3,True,120,1998-01-26T21:15:25
373,142,169,5,True,120,1998-02-28T04:32:36
374,275,597,3,True,120,1997-10-07T04:14:38
375,222,151,3,True,120,1997-10-30T03:28:29
376,87,40,3,True,120,1997-11-18T18:15:17
377,207,258,4,True,120,1997-10-26T15:19:32
378,272,1393,2,True,120,1997-11-13T20:57:43
379,177,333,4,True,120,1997-11-21T16:39:57
380,207,1115,2,True,120,1997-11-16T07:21:46
381,299,577,3,True,120,1998-03-10T04:23:26
382,271,378,4,True,120,1998-01-26T21:17:27
383,305,425,4,True,120,1998-02-01T09:14:46
384,49,959,2,True,120,1998-02-21T13:48:32
385,94,1224,3,True,120,1998-04-04T20:46:42
386,130,1017,3,True,120,1997-09-22T18:44:55
387,10,175,3,True,120,1997-10-26T17:57:57
388,203,321,3,True,120,1997-11-25T04:50:18
389,191,286,4,True,120,1998-04-02T23:47:22
390,43,323,3,True,120,1997-10-04T14:25:10
391,21,558,5,True,120,1997-09-22T18:08:15
392,197,96,5,True,120,1998-04-01T05:50:39
393,13,344,2,True,120,1998-02-21T15:07:15
394,194,66,3,True,120,1997-11-14T17:07:44
395,234,206,4,True,120,1998-04-11T22:42:23
396,308,402,4,True,120,1998-02-17T18:38:20
397,308,640,4,True,120,1998-02-17T17:37:16
398,269,522,5,True,120,1998-04-01T16:22:53
399,94,265,4,True,120,1998-04-04T20:31:29
400,268,62,3,True,120,1997-09-26T21:53:44
401,272,12,5,True,120,1997-11-13T21:07:34
402,121,291,3,True,120,1998-04-01T00:27:57
403,296,20,5,True,120,1998-01-07T18:15:21
404,134,286,3,True,120,1998-04-04T23:25:34
405,180,462,5,True,120,1997-10-22T18:16:58
406,234,612,3,True,120,1998-04-08T23:45:40
407,104,117,2,True,120,1998-02-26T04:06:12
408,38,758,1,True,120,1998-04-13T02:30:26
409,269,845,1,True,120,1998-04-01T18:44:15
410,7,163,4,True,120,1998-03-31T14:10:44
411,234,1451,3,True,120,1998-04-08T23:32:23
412,275,405,2,True,120,1997-10-07T04:14:05
413,52,250,3,True,120,1997-12-24T00:17:41
414,102,823,3,True,120,1998-03-02T01:17:45
415,13,186,4,True,120,1998-03-24T02:03:19
416,178,731,4,True,120,1997-12-22T21:52:12
417,236,71,3,True,120,1998-03-17T06:37:51
418,256,781,5,True,120,1997-12-15T05:54:56
419,263,176,5,True,120,1998-03-30T23:15:52
420,244,186,3,True,120,1997-11-27T04:41:37
421,279,1181,4,True,120,1997-09-26T22:46:41
422,43,815,4,True,120,1998-01-04T23:23:09
423,83,78,2,True,120,1997-11-23T18:18:09
424,151,197,5,True,120,1997-11-14T17:31:50
425,254,436,2,True,120,1998-02-03T02:50:16
426,109,631,3,True,120,1997-11-26T21:22:51
427,297,716,3,True,120,1997-09-26T02:03:42
428,249,188,4,True,120,1997-11-16T00:44:27
429,144,699,4,True,120,1998-02-22T00:08:26
430,301,604,4,True,120,1997-12-14T05:06:34
431,64,392,3,True,120,1998-03-12T21:19:02
432,92,501,2,True,120,1997-09-30T21:07:45
433,222,97,4,True,120,1997-10-30T03:22:19
434,268,436,3,True,120,1997-09-26T21:52:25
435,293,135,5,True,120,1998-03-03T06:12:30
436,213,173,5,True,120,1997-11-08T02:17:22
437,160,460,2,True,120,1997-10-14T20:33:05
438,13,498,4,True,120,1997-12-14T22:51:41
439,59,715,5,True,120,1998-02-23T03:52:01
440,5,17,4,True,120,1997-09-30T16:16:38
441,125,163,5,True,120,1997-11-13T21:02:36
442,174,315,5,True,120,1998-02-02T15:19:09
443,114,505,3,True,120,1997-12-04T18:30:03
444,213,515,4,True,120,1997-11-07T02:41:58
445,23,196,2,True,120,1997-09-20T20:22:06
446,128,15,4,True,120,1997-11-19T19:47:07
447,239,56,4,True,120,1998-03-06T10:17:58
448,181,279,1,True,120,1997-11-08T04:22:35
449,291,80,4,True,120,1997-09-24T07:32:34
450,250,238,4,True,120,1997-10-29T01:52:43
451,201,649,3,True,120,1998-01-06T19:17:55
452,60,60,5,True,120,1997-12-28T16:48:54
453,181,325,2,True,120,1997-11-08T04:03:34
454,119,407,3,True,120,1998-02-09T15:37:45
455,287,1,5,True,120,1997-09-27T04:21:28
456,216,228,3,True,120,1997-11-23T00:40:42
457,216,531,4,True,120,1997-11-22T21:23:30
458,203,471,4,True,120,1997-11-25T05:07:43
459,92,587,3,True,120,1997-09-30T23:00:08
460,13,892,3,True,120,1997-12-22T07:03:44
461,213,176,4,True,120,1997-11-08T02:32:18
462,286,288,5,True,120,1997-10-02T15:37:52
463,117,1047,2,True,120,1997-12-01T20:54:57
464,99,111,1,True,120,1998-01-24T21:54:46
465,11,558,3,True,120,1998-04-06T23:10:14
466,65,47,2,True,120,1997-11-11T02:51:12
467,295,194,4,True,120,1997-11-14T14:23:32
468,269,217,2,True,120,1998-04-01T17:26:50
469,85,259,2,True,120,1997-12-09T22:03:46
470,250,596,5,True,120,1997-10-29T01:52:01
471,137,144,5,True,120,1997-12-06T18:41:29
472,201,960,2,True,120,1998-01-06T18:41:17
473,257,137,4,True,120,1997-12-13T21:52:12
474,111,328,4,True,120,1998-04-04T08:52:19
475,91,480,4,True,120,1998-04-01T13:54:35
476,215,211,4,True,120,1998-04-01T13:10:02
477,181,938,1,True,120,1997-11-08T03:59:46
478,189,1060,5,True,120,1998-04-22T16:58:21
479,1,20,4,True,120,1998-02-14T04:51:23
480,303,404,4,True,120,1997-11-14T00:46:15
481,299,305,3,True,120,1997-11-17T03:28:34
482,187,210,4,True,120,1997-11-13T23:54:02
483,222,278,2,True,120,1997-10-22T23:45:13
484,214,568,4,True,120,1998-04-15T19:23:17
485,293,770,3,True,120,1998-03-03T06:30:55
486,285,191,4,True,120,1998-03-22T19:44:19
487,303,252,3,True,120,1997-11-14T21:59:51
488,96,156,4,True,120,1998-01-10T03:27:40
489,72,1110,3,True,120,1997-11-20T14:48:54
490,115,1067,4,True,120,1997-12-03T17:43:29
491,7,430,3,True,120,1998-03-31T13:49:38
492,116,350,3,True,120,1998-02-08T22:45:26
493,73,480,4,True,120,1998-02-28T00:29:13
494,269,246,5,True,120,1998-04-01T18:57:47
495,263,419,5,True,120,1998-03-30T23:11:54
496,70,431,3,True,120,1998-01-07T05:17:37
497,221,475,4,True,120,1997-09-26T03:23:24
498,72,182,5,True,120,1997-11-20T14:35:15
499,25,357,4,True,120,1998-01-26T22:12:37
500,290,50,5,True,120,1997-11-25T15:59:42
501,189,526,4,True,120,1998-04-22T17:30:05
502,299,303,3,True,120,1997-10-23T14:56:24
503,264,294,3,True,120,1998-01-30T00:51:56
504,200,365,5,True,120,1998-01-06T23:39:22
505,187,135,4,True,120,1997-11-14T00:00:53
506,184,187,4,True,120,1998-03-14T20:57:04
507,63,289,2,True,120,1997-10-01T23:03:05
508,13,229,4,True,120,1997-12-17T22:27:30
509,298,486,3,True,120,1998-01-07T14:24:23
510,235,185,4,True,120,1998-03-11T22:30:35
511,62,712,4,True,120,1997-11-12T23:09:38
512,246,94,2,True,120,1998-01-16T04:05:05
513,54,742,5,True,120,1997-12-01T00:06:46
514,63,762,3,True,120,1997-10-01T23:14:48
515,11,732,3,True,120,1998-04-06T23:16:36
516,92,168,4,True,120,1997-09-30T21:08:43
517,8,550,3,True,120,1997-11-12T19:19:16
518,307,174,4,True,120,1997-11-11T21:24:40
519,303,200,4,True,120,1997-11-14T00:47:39
520,256,849,2,True,120,1997-12-15T05:43:23
521,72,54,3,True,120,1997-11-20T14:40:54
522,164,406,2,True,120,1998-03-09T00:13:09
523,117,150,4,True,120,1997-11-21T15:11:41
524,224,77,4,True,120,1998-02-21T23:31:12
525,193,869,3,True,120,1998-03-05T19:56:51
526,94,184,2,True,120,1998-04-04T20:14:22
527,281,338,2,True,120,1997-12-04T01:54:17
528,130,109,3,True,120,1997-09-22T18:43:14
529,128,371,1,True,120,1997-11-19T19:15:54
530,94,720,1,True,120,1998-04-04T20:59:53
531,182,845,3,True,120,1998-01-24T03:37:47
532,129,873,1,True,120,1997-12-27T17:57:32
533,254,229,4,True,120,1998-02-03T02:56:20
534,64,381,4,True,120,1997-11-12T20:11:31
535,151,176,2,True,120,1997-11-14T16:18:13
536,45,25,4,True,120,1997-12-01T22:06:55
537,193,879,3,True,120,1998-03-05T18:40:57
538,276,922,4,True,120,1998-03-06T09:00:49
539,276,57,3,True,120,1997-09-20T20:32:06
540,234,187,4,True,120,1998-04-08T23:45:40
541,181,306,1,True,120,1997-11-08T04:06:46
542,21,370,1,True,120,1997-09-22T18:01:33
543,293,249,3,True,120,1998-03-03T06:07:09
544,264,721,5,True,120,1998-01-30T01:27:36
545,10,611,5,True,120,1997-10-26T17:25:22
546,197,346,3,True,120,1998-04-01T05:37:50
547,276,142,3,True,120,1997-09-20T22:02:25
548,308,427,4,True,120,1998-02-17T17:29:44
549,221,943,4,True,120,1997-09-26T04:05:59
550,131,126,4,True,120,1998-01-01T19:05:14
551,268,824,2,True,120,1997-10-10T21:22:37
552,109,8,3,True,120,1997-11-26T19:30:42
553,198,58,3,True,120,1998-01-07T21:22:53
554,230,680,4,True,120,1997-11-25T18:58:06
555,181,741,1,True,120,1997-11-08T04:21:58
